Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides PNNL SC Chip 1 B	Peptides PNNL SC Chip 1 C	Peptides PNNL SC Chip1 A	Razor + unique peptides PNNL SC Chip 1 B	Razor + unique peptides PNNL SC Chip 1 C	Razor + unique peptides PNNL SC Chip1 A	Unique peptides PNNL SC Chip 1 B	Unique peptides PNNL SC Chip 1 C	Unique peptides PNNL SC Chip1 A	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity corrected 1 PNNL SC Chip 1 B	Reporter intensity corrected 2 PNNL SC Chip 1 B	Reporter intensity corrected 3 PNNL SC Chip 1 B	Reporter intensity corrected 4 PNNL SC Chip 1 B	Reporter intensity corrected 5 PNNL SC Chip 1 B	Reporter intensity corrected 6 PNNL SC Chip 1 B	Reporter intensity corrected 7 PNNL SC Chip 1 B	Reporter intensity corrected 8 PNNL SC Chip 1 B	Reporter intensity corrected 9 PNNL SC Chip 1 B	Reporter intensity corrected 10 PNNL SC Chip 1 B	Reporter intensity corrected 1 PNNL SC Chip 1 C	Reporter intensity corrected 2 PNNL SC Chip 1 C	Reporter intensity corrected 3 PNNL SC Chip 1 C	Reporter intensity corrected 4 PNNL SC Chip 1 C	Reporter intensity corrected 5 PNNL SC Chip 1 C	Reporter intensity corrected 6 PNNL SC Chip 1 C	Reporter intensity corrected 7 PNNL SC Chip 1 C	Reporter intensity corrected 8 PNNL SC Chip 1 C	Reporter intensity corrected 9 PNNL SC Chip 1 C	Reporter intensity corrected 10 PNNL SC Chip 1 C	Reporter intensity corrected 1 PNNL SC Chip1 A	Reporter intensity corrected 2 PNNL SC Chip1 A	Reporter intensity corrected 3 PNNL SC Chip1 A	Reporter intensity corrected 4 PNNL SC Chip1 A	Reporter intensity corrected 5 PNNL SC Chip1 A	Reporter intensity corrected 6 PNNL SC Chip1 A	Reporter intensity corrected 7 PNNL SC Chip1 A	Reporter intensity corrected 8 PNNL SC Chip1 A	Reporter intensity corrected 9 PNNL SC Chip1 A	Reporter intensity corrected 10 PNNL SC Chip1 A	Reporter intensity 1 PNNL SC Chip 1 B	Reporter intensity 2 PNNL SC Chip 1 B	Reporter intensity 3 PNNL SC Chip 1 B	Reporter intensity 4 PNNL SC Chip 1 B	Reporter intensity 5 PNNL SC Chip 1 B	Reporter intensity 6 PNNL SC Chip 1 B	Reporter intensity 7 PNNL SC Chip 1 B	Reporter intensity 8 PNNL SC Chip 1 B	Reporter intensity 9 PNNL SC Chip 1 B	Reporter intensity 10 PNNL SC Chip 1 B	Reporter intensity 1 PNNL SC Chip 1 C	Reporter intensity 2 PNNL SC Chip 1 C	Reporter intensity 3 PNNL SC Chip 1 C	Reporter intensity 4 PNNL SC Chip 1 C	Reporter intensity 5 PNNL SC Chip 1 C	Reporter intensity 6 PNNL SC Chip 1 C	Reporter intensity 7 PNNL SC Chip 1 C	Reporter intensity 8 PNNL SC Chip 1 C	Reporter intensity 9 PNNL SC Chip 1 C	Reporter intensity 10 PNNL SC Chip 1 C	Reporter intensity 1 PNNL SC Chip1 A	Reporter intensity 2 PNNL SC Chip1 A	Reporter intensity 3 PNNL SC Chip1 A	Reporter intensity 4 PNNL SC Chip1 A	Reporter intensity 5 PNNL SC Chip1 A	Reporter intensity 6 PNNL SC Chip1 A	Reporter intensity 7 PNNL SC Chip1 A	Reporter intensity 8 PNNL SC Chip1 A	Reporter intensity 9 PNNL SC Chip1 A	Reporter intensity 10 PNNL SC Chip1 A	Reporter intensity count 1 PNNL SC Chip 1 B	Reporter intensity count 2 PNNL SC Chip 1 B	Reporter intensity count 3 PNNL SC Chip 1 B	Reporter intensity count 4 PNNL SC Chip 1 B	Reporter intensity count 5 PNNL SC Chip 1 B	Reporter intensity count 6 PNNL SC Chip 1 B	Reporter intensity count 7 PNNL SC Chip 1 B	Reporter intensity count 8 PNNL SC Chip 1 B	Reporter intensity count 9 PNNL SC Chip 1 B	Reporter intensity count 10 PNNL SC Chip 1 B	Reporter intensity count 1 PNNL SC Chip 1 C	Reporter intensity count 2 PNNL SC Chip 1 C	Reporter intensity count 3 PNNL SC Chip 1 C	Reporter intensity count 4 PNNL SC Chip 1 C	Reporter intensity count 5 PNNL SC Chip 1 C	Reporter intensity count 6 PNNL SC Chip 1 C	Reporter intensity count 7 PNNL SC Chip 1 C	Reporter intensity count 8 PNNL SC Chip 1 C	Reporter intensity count 9 PNNL SC Chip 1 C	Reporter intensity count 10 PNNL SC Chip 1 C	Reporter intensity count 1 PNNL SC Chip1 A	Reporter intensity count 2 PNNL SC Chip1 A	Reporter intensity count 3 PNNL SC Chip1 A	Reporter intensity count 4 PNNL SC Chip1 A	Reporter intensity count 5 PNNL SC Chip1 A	Reporter intensity count 6 PNNL SC Chip1 A	Reporter intensity count 7 PNNL SC Chip1 A	Reporter intensity count 8 PNNL SC Chip1 A	Reporter intensity count 9 PNNL SC Chip1 A	Reporter intensity count 10 PNNL SC Chip1 A	Sequence coverage PNNL SC Chip 1 B [%]	Sequence coverage PNNL SC Chip 1 C [%]	Sequence coverage PNNL SC Chip1 A [%]	Intensity	Intensity PNNL SC Chip 1 B	Intensity PNNL SC Chip 1 C	Intensity PNNL SC Chip1 A	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
CON__P02533;P02533;CON__Q04695;CON__Q9QWL7;CON__Q6IFX2;Q04695	CON__P02533;P02533;CON__Q04695;CON__Q9QWL7;CON__Q6IFX2;Q04695	7;7;4;4;4;4	5;5;2;2;3;2	3;3;1;1;1;1	"Keratin, type I cytoskeletal 14;Keratin, type I cytoskeletal 17"	KRT14;KRT17	";sp|P02533|K1C14_HUMAN Keratin,;;;;sp|Q04695|K1C17_HUMAN Keratin,"	6	7	5	3	0	7	0	0	5	0	0	3	0	15.9	12.9	8.5	51.621	472	472;472;432;433;452;432	0	38.072	5413.6	60174	24964	12981	18392	143600	4788.6	8768.2	0	160600	5413.6	60174	24964	12981	18392	143600	4788.6	8768.2	0	160600	4	6	6	6	6	6	4	6	0	6	0	0	0	0	0	0	0	0	0	0	5413.6	60174	24964	12981	18392	143600	4788.6	8768.2	0	160600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5413.6	60174	24964	12981	18392	143600	4788.6	8768.2	0	160600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	6	6	6	6	4	6	0	6	0	0	0	0	0	0	0	0	0	0	0	15.9	0	13316000	0	13316000	0	6			+	10	236;1239;2282;2500;2543;4553;4871	True;True;True;False;False;True;True	238;1254;2300;2519;2562;4593;4915	551;552;2919;5322;5799;5894;10635;11375	567;568;3028;5480;5973;6070;10999;11754	567;3028;5480;5973;6070;10999;11754		
CON__P02584	CON__P02584	3	1	1				1	3	1	1	2	2	3	1	1	1	1	1	1	24.3	10	10	15.057	140	140	0	24.634	22085	14272	14394	13053	10462	12431	11571	30451	888.49	947990	22085	14272	14394	13053	10462	12431	11571	30451	888.49	947990	5	5	5	5	5	5	5	5	2	5	7668.6	954.36	6855	6023.4	4740.8	3878.8	3990.4	8799.9	525.3	346050	9008.9	8336.2	4821.1	4579.1	3635.1	5224.1	4452.2	16565	363.19	425280	5407.4	4981.5	2718	2450.3	2085.9	3328.4	3128.5	5085.5	0	176660	7668.6	954.36	6855	6023.4	4740.8	3878.8	3990.4	8799.9	525.3	346050	9008.9	8336.2	4821.1	4579.1	3635.1	5224.1	4452.2	16565	363.19	425280	5407.4	4981.5	2718	2450.3	2085.9	3328.4	3128.5	5085.5	0	176660	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	0	2	18.6	18.6	24.3	86803000	28698000	36237000	21869000	5			+	11	812;3909;4195	False;True;False	821;3943;4232	1891;1892;1893;1894;1895;1896;9030;9031;9032;9033;9034;9744	1969;1970;1971;1972;1973;1974;9313;9314;9315;9316;9317;10057	1970;9314;10057		
CON__P02768-1;P02768;Q92985	CON__P02768-1;P02768	13;13;1	9;9;1	9;9;1	Serum albumin	ALB	;sp|P02768|ALBU_HUMAN Serum	3	13	9	9	5	2	13	2	0	9	2	0	9	17.6	14	14	69.366	609	609;609;503	0	59.859	164480	184450	140940	164820	164840	220580	37577	15579	0	303870	164480	184450	140940	164820	164840	220580	37577	15579	0	303870	13	13	13	13	13	13	12	11	0	13	4815.5	2904.3	3534.9	3149.2	4952.2	4615.6	2500	702.55	0	22535	0	0	0	0	0	0	0	0	0	0	159660	181540	137410	161680	159890	215970	35077	14877	0	281330	4815.5	2904.3	3534.9	3149.2	4952.2	4615.6	2500	702.55	0	22535	0	0	0	0	0	0	0	0	0	0	159660	181540	137410	161680	159890	215970	35077	14877	0	281330	2	2	2	2	2	2	2	1	0	2	0	0	0	0	0	0	0	0	0	0	11	11	11	11	11	11	10	10	0	11	8.7	3.4	17.6	36275000	1069000	0	35206000	13			+	12	94;460;565;1403;2486;2496;2564;2976;2994;3480;3585;4647;4958	True;True;True;True;False;True;True;True;False;True;True;False;False	94;467;571;1418;2504;2515;2584;3000;3018;3510;3616;4688;5003	229;1067;1320;3297;5775;5794;5938;6926;6927;6928;6969;6970;8097;8333;8334;10857;10858;10859;10860;11593;11594;11595	233;1124;1383;3413;5948;5967;5968;6114;7136;7137;7138;7179;7180;8348;8593;8594;11229;11230;11231;11232;11978;11979;11980	233;1124;1383;3413;5948;5967;6114;7136;7179;8348;8593;11229;11978		
CON__P02769	CON__P02769	34	34	30				1	34	34	30	27	19	28	27	19	28	24	17	24	56.3	56.3	51.6	69.293	607	607	0	306.83	446150	481570	893750	913540	762420	766520	120320	158660	1113	3855000	446150	481570	893750	913540	762420	766520	120320	158660	1113	3855000	80	79	80	79	80	81	74	78	3	81	165820	136370	357000	364070	347240	288300	46620	57104	1113	1424500	68770	97769	187000	189090	140690	177840	30572	39255	0	983370	211560	247430	349750	360380	274490	300380	43126	62302	0	1447200	165820	136370	357000	364070	347240	288300	46620	57104	1113	1424500	68770	97769	187000	189090	140690	177840	30572	39255	0	983370	211560	247430	349750	360380	274490	300380	43126	62302	0	1447200	27	26	27	26	27	28	26	26	3	28	22	22	22	22	22	22	20	22	0	22	31	31	31	31	31	31	28	30	0	31	48.9	33.9	46.6	324110000	117350000	82803000	123960000	84			+	13	96;382;485;553;599;602;722;913;946;1278;1402;1792;2015;2474;2486;2558;2645;2723;2975;2994;3039;3079;3308;3444;3479;3584;3612;3785;3841;4024;4647;4916;4958;4966	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	96;389;491;559;606;609;729;924;957;1293;1417;1809;2031;2492;2504;2577;2665;2744;2999;3018;3065;3106;3338;3474;3509;3615;3643;3818;3875;4058;4688;4961;5003;5011	231;232;233;880;1119;1286;1287;1288;1289;1290;1291;1402;1403;1404;1409;1410;1411;1678;1679;2137;2216;2217;3002;3003;3004;3005;3296;4197;4719;4720;4721;5746;5775;5924;6144;6145;6146;6315;6316;6317;6923;6924;6925;6969;6970;7078;7174;7175;7176;7727;8027;8028;8029;8094;8095;8096;8331;8332;8382;8383;8742;8743;8873;8874;8875;9343;9344;9345;10857;10858;10859;10860;11483;11484;11485;11486;11487;11488;11593;11594;11595;11614;11615	235;236;237;920;1176;1348;1349;1350;1351;1352;1353;1470;1471;1472;1478;1479;1480;1751;1752;2224;2304;2305;3112;3113;3114;3115;3412;4339;4870;4871;4872;5918;5948;6100;6330;6331;6332;6510;6511;6512;7133;7134;7135;7179;7180;7292;7390;7391;7392;7964;8274;8275;8276;8345;8346;8347;8591;8592;8643;8644;9016;9017;9150;9151;9152;9153;9648;9649;9650;11229;11230;11231;11232;11863;11864;11865;11866;11867;11868;11978;11979;11980;11999;12000	236;920;1176;1348;1472;1478;1751;2224;2304;3112;3412;4339;4870;5918;5948;6100;6330;6510;7134;7179;7292;7392;7964;8275;8345;8592;8643;9017;9151;9648;11229;11865;11978;12000	1	469
CON__P04258	CON__P04258	5	5	2				1	5	5	2	3	2	3	3	2	3	1	0	2	4.4	4.4	1.8	138.44	1466	1466	0	38.309	14152	24756	24080	16372	19438	17692	15290	17606	609.07	700540	14152	24756	24080	16372	19438	17692	15290	17606	609.07	700540	5	5	5	5	5	5	4	5	1	6	4564.9	2016	5628.7	4571.9	4040.4	3804.4	2754.8	3990.8	0	100240	4898.9	11653	10925	7499.5	8276.8	8148	9092.7	8082.4	609.07	329770	4688.6	11086	7525.8	4300.3	7121.3	5740.1	3442.9	5532.8	0	270530	4564.9	2016	5628.7	4571.9	4040.4	3804.4	2754.8	3990.8	0	100240	4898.9	11653	10925	7499.5	8276.8	8148	9092.7	8082.4	609.07	329770	4688.6	11086	7525.8	4300.3	7121.3	5740.1	3442.9	5532.8	0	270530	2	2	2	2	2	2	1	2	0	3	2	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	0	1	2.9	1.6	2.7	11513000	3471700	4936000	3105400	8			+	14	639;1495;1634;1685;1841	True;True;True;True;True	646;1511;1651;1702;1858	1485;3496;3497;3824;3825;3939;4309;4310	1554;3617;3618;3951;3952;4071;4451;4452	1554;3617;3951;4071;4451		
CON__P06868	CON__P06868	1	1	1				1	1	1	1	1	0	1	1	0	1	1	0	1	2.1	2.1	2.1	91.215	812	812	0.0011933	8.6615	646.85	314.38	768.49	319.37	1465.9	916.66	165.25	0	0	11966	646.85	314.38	768.49	319.37	1465.9	916.66	165.25	0	0	11966	2	1	2	1	2	2	1	0	0	2	356.18	0	515.12	319.37	903.98	581.92	0	0	0	5974.1	0	0	0	0	0	0	0	0	0	0	290.67	314.38	253.36	0	561.91	334.73	165.25	0	0	5992	356.18	0	515.12	319.37	903.98	581.92	0	0	0	5974.1	0	0	0	0	0	0	0	0	0	0	290.67	314.38	253.36	0	561.91	334.73	165.25	0	0	5992	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	2.1	0	2.1	1324900	655040	0	669860	2			+	15	3304	TRUE	3334	7720;7721	7957;7958	7957		
CON__P07477;P07477	CON__P07477;P07477	2;2	1;1	1;1	Trypsin-1;Alpha-trypsin chain 1;Alpha-trypsin chain 2	PRSS1	;sp|P07477|TRY1_HUMAN Trypsin-1	2	2	1	1	2	2	2	1	1	1	1	1	1	7.3	4	4	26.558	247	247;247	0	18.016	3504.4	4227.8	5350.4	3530.7	5196.4	5141.8	16085	31060	424.59	1144600	3504.4	4227.8	5350.4	3530.7	5196.4	5141.8	16085	31060	424.59	1144600	6	6	5	5	4	6	6	6	1	6	1509	2191.1	3360	2338.3	4174.3	2664.3	5148	8221.1	424.59	288900	679.2	512.1	617.69	574.15	383.97	708.41	964.17	1897.5	0	88969	1316.2	1524.6	1372.7	618.27	638.12	1769.1	9973.3	20942	0	766740	1509	2191.1	3360	2338.3	4174.3	2664.3	5148	8221.1	424.59	288900	679.2	512.1	617.69	574.15	383.97	708.41	964.17	1897.5	0	88969	1316.2	1524.6	1372.7	618.27	638.12	1769.1	9973.3	20942	0	766740	2	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	0	1	3	3	2	2	1	3	3	3	0	3	7.3	7.3	7.3	80871000	11215000	11049000	58608000	6			+	16	3147;4179	False;True	3174;4215;4216	7339;7340;7341;9704;9705;9706;9707;9708;9709	7565;7566;7567;7568;10016;10017;10018;10019;10020;10021	7566;10019	2	109
CON__P12763;P02765	CON__P12763	8;2	8;2	8;2				2	8	8	8	5	6	6	5	6	6	5	6	6	26.7	26.7	26.7	38.418	359	359;367	0	88.843	110280	125190	215390	209810	179740	200420	43388	34589	1462.6	1048200	110280	125190	215390	209810	179740	200420	43388	34589	1462.6	1048200	21	21	22	22	21	22	20	19	3	22	16592	14288	38116	39718	42896	37095	9447.5	6523.4	0	193190	32817	48401	84467	82657	64615	82357	18804	12781	454.37	374810	60870	62504	92805	87437	72224	80966	15137	15284	1008.3	480210	16592	14288	38116	39718	42896	37095	9447.5	6523.4	0	193190	32817	48401	84467	82657	64615	82357	18804	12781	454.37	374810	60870	62504	92805	87437	72224	80966	15137	15284	1008.3	480210	6	6	6	6	6	6	6	5	0	6	7	8	8	8	8	8	8	7	1	8	8	7	8	8	7	8	6	7	2	8	21.7	22	18.9	75134000	17800000	24086000	33247000	22			+	17	250;490;491;1161;2052;3348;3465;4222	True;True;True;True;True;True;True;True	252;496;497;1176;2069;3378;3495;4259	586;587;1134;1135;1136;1137;2758;2759;2760;4796;4797;7813;7814;7815;8066;9807;9808;9809;9810;9811;9812	604;605;1191;1192;1193;1194;2859;2860;2861;4948;4949;8053;8054;8055;8314;10121;10122;10123;10124;10125;10126;10127	604;1191;1192;2861;4948;8055;8314;10124		
P13645;CON__P13645;CON__P02535-1;CON__P08730-1;Q7Z3Y7;Q2M2I5;CON__Q2M2I5;CON__Q7Z3Y7;CON__Q7Z3Y8;CON__Q148H6;CON__P05784;Q7Z3Y8;CON__Q7Z3Z0;CON__O76015;P05783;O76013;CON__O76013;CON__Q9Z2K1;CON__O76014;CON__Q3ZAW8;O76015;Q7Z3Z0;O76014;CON__A2AB72	P13645;CON__P13645	31;31;8;5;3;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1	31;31;8;5;3;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1	26;26;5;0;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0	"Keratin, type I cytoskeletal 10"	KRT10	"sp|P13645|K1C10_HUMAN Keratin,;"	24	31	31	26	2	31	4	2	31	4	2	26	4	59.9	59.9	54.5	58.826	584	584;593;570;437;464;525;525;486;459;464;423;459;450;456;430;467;467;469;471;474;456;450;449;453	0	323.31	82782	964520	1071200	197710	1952300	4675800	65915	226050	4034.1	1195000	82782	964520	1071200	197710	1952300	4675800	65915	226050	4034.1	1195000	37	59	57	56	59	60	35	54	6	57	788.94	756.05	1046.7	532.18	534.27	765.05	708.08	539.15	0	13990	60611	957910	1065400	192160	1946400	4668500	60558	224070	4034.1	1119700	21382	5857.9	4774.5	5013.9	5377.7	6475.7	4649.4	1441.3	0	61271	788.94	756.05	1046.7	532.18	534.27	765.05	708.08	539.15	0	13990	60611	957910	1065400	192160	1946400	4668500	60558	224070	4034.1	1119700	21382	5857.9	4774.5	5013.9	5377.7	6475.7	4649.4	1441.3	0	61271	1	1	1	1	1	1	1	1	0	1	32	54	53	51	54	55	30	51	6	52	4	4	3	4	4	4	4	2	0	4	4.3	59.9	8.6	2795000000	382850	2792400000	2193500	61			+	18	67;68;117;238;549;1142;1854;1860;2325;2500;2543;2603;3115;3230;3284;3291;3469;3476;3477;3648;3727;3728;3765;3815;3843;3901;3902;3929;4554;4840;4866	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	66;67;68;118;240;555;1157;1871;1877;2343;2519;2562;2623;3142;3258;3314;3321;3499;3506;3507;3679;3759;3760;3798;3849;3877;3935;3936;3963;4594;4884;4910	166;167;168;275;276;277;555;556;557;558;1277;1278;1279;2727;2728;2729;4346;4347;4357;4358;5417;5799;5894;6030;7267;7538;7673;7674;7675;7686;7687;8078;8079;8080;8089;8090;8091;8451;8615;8616;8691;8821;8882;8883;8884;9018;9019;9020;9021;9090;9091;9092;9093;10636;10637;10638;11304;11360;11361	169;170;171;281;282;283;571;572;573;574;575;1339;1340;1341;2828;2829;2830;4488;4489;4501;4502;5578;5973;6070;6210;7487;7772;7910;7911;7912;7923;7924;8328;8329;8330;8340;8341;8342;8713;8881;8882;8963;9098;9160;9161;9162;9301;9302;9303;9304;9374;9375;9376;9377;11000;11001;11002;11681;11738;11739;11740	169;171;282;573;1340;2830;4488;4501;5578;5973;6070;6210;7487;7772;7911;7923;8329;8340;8342;8713;8881;8882;8963;9098;9161;9302;9303;9376;11001;11681;11740	3;4;5;6	271;291;306;321
CON__P13647;P13647	CON__P13647;P13647	19;19	10;10	3;3	"Keratin, type II cytoskeletal 5"	KRT5	";sp|P13647|K2C5_HUMAN Keratin,"	2	19	10	3	1	19	1	0	10	0	0	3	0	28.6	19.2	5.9	62.378	590	590;590	0	104.68	5499.2	140140	59225	15482	48959	285500	8990.6	14986	0	239480	5499.2	140140	59225	15482	48959	285500	8990.6	14986	0	239480	9	11	11	10	11	11	9	9	0	11	0	0	0	0	0	0	0	0	0	0	5499.2	140140	59225	15482	48959	285500	8990.6	14986	0	239480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5499.2	140140	59225	15482	48959	285500	8990.6	14986	0	239480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	11	10	11	11	9	9	0	11	0	0	0	0	0	0	0	0	0	0	1.2	28.6	1.2	47269000	0	47269000	0	12			+	19	349;1308;1416;2337;2454;2523;2745;3149;3155;3343;3419;3445;3864;4042;4682;4815;4854;4855;4858	True;False;False;True;False;False;False;False;False;True;True;True;True;True;True;True;False;False;True	355;1323;1431;2355;2472;2542;2766;3176;3182;3373;3449;3475;3898;4076;4724;4859;4898;4899;4902	805;3083;3323;3324;3325;3326;3327;3328;5441;5706;5848;5849;6364;7344;7355;7356;7800;7801;7966;8030;8031;8922;9388;10930;11241;11336;11337;11338;11343	838;3195;3439;3440;3441;3442;3443;3444;5603;5874;6023;6024;6559;7571;7582;7583;8040;8041;8212;8277;8278;9200;9693;11303;11616;11714;11715;11716;11721	838;3195;3440;5603;5874;6023;6559;7571;7583;8040;8212;8277;9200;9693;11303;11616;11715;11716;11721		
CON__P15497	CON__P15497	1	1	1				1	1	1	1	1	1	0	1	1	0	1	1	0	3.8	3.8	3.8	30.276	265	265	0.0075973	6.0152	594.61	953.04	1585.9	1905	1357.5	1833.4	1236.2	954.67	0	45599	594.61	953.04	1585.9	1905	1357.5	1833.4	1236.2	954.67	0	45599	1	2	2	2	2	2	2	2	0	2	0	300.99	918.88	924.54	615.08	592.12	571.45	551.59	0	22926	594.61	652.05	667.06	980.41	742.38	1241.3	664.79	403.08	0	22673	0	0	0	0	0	0	0	0	0	0	0	300.99	918.88	924.54	615.08	592.12	571.45	551.59	0	22926	594.61	652.05	667.06	980.41	742.38	1241.3	664.79	403.08	0	22673	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	3.8	3.8	0	723480	401990	321490	0	2			+	20	4660	TRUE	4701	10883;10884	11256;11257	11257		
CON__P15636	CON__P15636	8	8	8				1	8	8	8	7	6	8	7	6	8	7	6	8	15.6	15.6	15.6	68.124	653	653	0	254.91	19322	11929	12365	10282	18613	16236	33258	91720	502.82	3105900	19322	11929	12365	10282	18613	16236	33258	91720	502.82	3105900	18	15	13	15	18	17	25	33	1	41	5716.5	3031	5384.5	5475.3	7286.9	4919.7	10164	27118	502.82	988390	1226	3099.6	2342.8	2034.8	4404.9	4631	5041.9	21181	0	665590	12380	5798.4	4637.8	2772.1	6921.3	6685.1	18052	43421	0	1451900	5716.5	3031	5384.5	5475.3	7286.9	4919.7	10164	27118	502.82	988390	1226	3099.6	2342.8	2034.8	4404.9	4631	5041.9	21181	0	665590	12380	5798.4	4637.8	2772.1	6921.3	6685.1	18052	43421	0	1451900	6	4	6	7	6	5	8	11	1	13	3	5	4	5	4	6	6	9	0	12	9	6	3	3	8	6	11	13	0	16	15.6	14.5	15.6	471290000	161180000	148350000	161760000	41			+	21	317;799;3543;3707;3776;3777;4469;4577	True;True;True;True;True;True;True;True	322;323;808;3573;3739;3809;3810;4509;4617	745;746;747;748;749;750;751;752;753;754;1860;1861;1862;1863;8246;8247;8575;8576;8716;8717;8718;8719;8720;10438;10439;10440;10441;10442;10443;10686;10687;10688	766;767;768;769;770;771;772;773;774;775;776;777;778;779;780;781;782;783;784;1937;1938;1939;1940;8505;8506;8840;8841;8990;8991;8992;8993;8994;10789;10790;10791;10792;10793;10794;11053;11054;11055	770;1937;8506;8840;8990;8994;10791;11053	7	301
CON__P34955	CON__P34955	8	8	8				1	8	8	8	7	3	4	7	3	4	7	3	4	20	20	20	46.103	416	416	0	79.47	50982	59732	112900	115090	95814	92800	19521	32858	776.77	878970	50982	59732	112900	115090	95814	92800	19521	32858	776.77	878970	12	11	12	12	12	12	9	11	2	12	23951	23821	50822	52320	52177	41830	9636.1	18196	776.77	445530	15026	22231	41258	41158	27455	34704	7091.1	10072	0	304230	12005	13681	20816	21613	16182	16266	2794.2	4589.7	0	129200	23951	23821	50822	52320	52177	41830	9636.1	18196	776.77	445530	15026	22231	41258	41158	27455	34704	7091.1	10072	0	304230	12005	13681	20816	21613	16182	16266	2794.2	4589.7	0	129200	7	6	7	7	7	7	5	6	2	7	3	3	3	3	3	3	3	3	0	3	2	2	2	2	2	2	1	2	0	2	17.5	6.5	12	28560000	13304000	9029000	6226200	14			+	22	23;71;1808;2815;2895;2952;3188;4559	True;True;True;True;True;True;True;True	23;71;1825;2836;2918;2976;3215;4599	54;176;177;4239;4240;6548;6731;6869;6870;6871;7430;7431;10647;10648	55;179;180;4381;4382;6751;6940;7079;7080;7081;7658;7659;11011;11012	55;179;4382;6751;6940;7079;7658;11011		
